timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw,gyro.x,gyro.y,gyro.z,ILBC.nominal_controller,ILBC.nominal_thrust,ILBC.nominal_torqueX,ILBC.nominal_torqueY,ILBC.nominal_torqueZ,ILBC.full_thrust,ILBC.full_torqueX,ILBC.full_torqueY,ILBC.full_torqueZ
26574.648,0.0329558402299881,-0.7719088196754456,0.7050011157989502,0.051472097635269165,0.053063634783029556,0.0012036568950861692,-0.8897980451583862,-1.0213443040847778,-22.227474212646484,-0.02634306624531746,-0.0212709940969944,-0.13132096827030182,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26584.5,0.032782021909952164,-0.7720929980278015,0.7050002217292786,0.05093661695718765,0.052506327629089355,0.001095788786187768,-0.8915174007415771,-1.0216675996780396,-22.235782623291016,0.0444042831659317,0.0170697383582592,0.27545204758644104,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26594.359,0.03296807408332825,-0.7719029188156128,0.705005943775177,0.05163666605949402,0.053220637142658234,0.0010005049407482147,-0.8911364078521729,-1.0217138528823853,-22.226285934448242,0.09956777095794678,0.09566156566143036,0.20087045431137085,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26604.217,0.03279212862253189,-0.7720871567726135,0.705004096031189,0.05112877115607262,0.05259955674409866,0.0008519295952282846,-0.8915544748306274,-1.022873878479004,-22.23349952697754,-0.11664989590644836,-0.12521284818649292,-0.061074577271938324,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26614.086,0.03297759220004082,-0.7718985080718994,0.7050070762634277,0.051682546734809875,0.0531369149684906,0.0008695040014572442,-0.8917115330696106,-1.0212115049362183,-22.227272033691406,-0.06126942113041878,0.1757730394601822,-0.13800546526908875,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26781.729,0.03419316187500954,-0.7704941630363464,0.7093023061752319,0.054631270468235016,0.07991985976696014,0.15149980783462524,-5.079049587249756,2.8988513946533203,-20.425886154174805,-120.67788696289062,-97.80803680419922,31.130210876464844,1,0.614402711391449,0.0033761525992304087,0.00022776529658585787,0.00021723036479670554,0.614402711391449,0.0033761525992304087,0.00022776529658585787,0.00021723036479670554
26791.596,0.03392281010746956,-0.7704557776451111,0.7109894752502441,0.0499555766582489,0.09040294587612152,0.19069845974445343,-6.2108283042907715,3.7746047973632812,-20.07207489013672,-109.52629089355469,-83.20572662353516,33.937931060791016,1,0.6060358881950378,-0.0013896586606279016,-0.0025855875574052334,0.00018936667765956372,0.6060358881950378,-0.0013896586606279016,-0.0025855875574052334,0.00018936667765956372
26801.448,0.0344049297273159,-0.7694628834724426,0.7131165266036987,0.04608921706676483,0.10918135195970535,0.23432490229606628,-7.321900844573975,4.557517051696777,-19.637298583984375,-84.91610717773438,-72.03630065917969,34.956092834472656,1,0.5965062379837036,-0.0048288824036717415,-0.0020374669693410397,6.329969619400799e-05,0.5965062379837036,-0.0048288824036717415,-0.0020374669693410397,6.329969619400799e-05
26811.316,0.03435995802283287,-0.768629252910614,0.7157224416732788,0.03960023447871208,0.12982222437858582,0.2790627181529999,-8.19001579284668,5.226145267486572,-19.210189819335938,-69.42889404296875,-72.19355010986328,33.11335372924805,1,0.5866343975067139,-0.003407284850254655,0.0005545730236917734,6.803238647989929e-05,0.5866343975067139,-0.003407284850254655,0.0005545730236917734,6.803238647989929e-05
26821.171,0.0347285158932209,-0.7672132849693298,0.718729555606842,0.03367147594690323,0.15405303239822388,0.3219887316226959,-8.934008598327637,5.8947553634643555,-18.768619537353516,-76.89031219482422,-79.23625946044922,33.71658706665039,1,0.5771480202674866,0.0016993677709251642,0.002533324295654893,2.7212954591959715e-05,0.5771480202674866,0.0016993677709251642,0.002533324295654893,2.7212954591959715e-05
