timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw,gyro.x,gyro.y,gyro.z,ILBC.nominal_controller,ILBC.nominal_thrust,ILBC.nominal_torqueX,ILBC.nominal_torqueY,ILBC.nominal_torqueZ,ILBC.full_thrust,ILBC.full_torqueX,ILBC.full_torqueY,ILBC.full_torqueZ
21671.948,-0.7177152633666992,-0.6664632558822632,0.7184710502624512,-0.095701664686203,0.06482711434364319,-0.005052645690739155,0.21714356541633606,4.928027153015137,-10.883492469787598,-0.06873048096895218,-0.14723527431488037,-0.05583180487155914,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21681.823,-0.7180633544921875,-0.6662263870239258,0.7184486389160156,-0.0967659056186676,0.06553014367818832,-0.005136634688824415,0.2173386812210083,4.926812648773193,-10.880634307861328,-0.022293608635663986,0.06961649656295776,0.09988464415073395,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21691.669,-0.7177338600158691,-0.666447639465332,0.7184575200080872,-0.09567393362522125,0.06469647586345673,-0.005187151487916708,0.21628156304359436,4.92813777923584,-10.883334159851074,-0.27267730236053467,0.2001541554927826,-0.039397601038217545,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21701.528,-0.7180810570716858,-0.6662130951881409,0.718435525894165,-0.09685257077217102,0.06545136868953705,-0.005203923210501671,0.2148226648569107,4.9255876541137695,-10.879210472106934,-0.0945996567606926,-0.04072371497750282,0.03432291001081467,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21711.398,-0.7177467942237854,-0.6664364337921143,0.7184460759162903,-0.09567591547966003,0.06469416618347168,-0.005150828510522842,0.21198904514312744,4.927295207977295,-10.882440567016602,0.06790749728679657,-0.050732892006635666,-0.26922810077667236,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21740.971,-0.7180379033088684,-0.6662351489067078,0.7184123992919922,-0.0964205414056778,0.06521639227867126,-0.0052726720459759235,0.21301352977752686,4.92620849609375,-10.88357162475586,-0.08058628439903259,-0.3048401474952698,-0.28266847133636475,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21750.874,-0.7177008390426636,-0.6664614081382751,0.7184209823608398,-0.09532757103443146,0.06444689631462097,-0.005382963921874762,0.21317188441753387,4.929356575012207,-10.889006614685059,-0.03584900125861168,-0.019011305645108223,0.04110109433531761,1,0.6327953934669495,-0.004906470887362957,0.005285541992634535,0.0019384496845304966,0.6327953934669495,-0.004906470887362957,0.005285541992634535,0.0019384496845304966
21760.755,-0.7179799675941467,-0.6662710309028625,0.718399703502655,-0.09618500620126724,0.0651795044541359,-0.005516027566045523,0.21211816370487213,4.927861213684082,-10.88596248626709,-0.22771215438842773,0.5549485683441162,5.316339015960693,1,0.6344731450080872,-0.004891469608992338,0.005285541992634535,0.00042647431837394834,0.6344731450080872,-0.004891469608992338,0.005285541992634535,0.00042647431837394834
21770.594,-0.717673122882843,-0.6664991974830627,0.7184100151062012,-0.10032324492931366,0.06354114413261414,-0.005716515239328146,0.20406819880008698,4.928937911987305,-10.862936973571777,-0.6432657241821289,0.6833162903785706,-6.664331436157227,1,0.6361678838729858,-0.0048521109856665134,0.005285541992634535,0.0004859878681600094,0.6361678838729858,-0.0048521109856665134,0.005285541992634535,0.0004859878681600094
21780.457,-0.7180931568145752,-0.6662749648094177,0.7183887362480164,-0.10674779117107391,0.06353048980236053,-0.00525549566373229,0.1898859441280365,4.918396949768066,-10.90512466430664,-0.24730750918388367,-1.3539336919784546,1.8882697820663452,1,0.6376979351043701,-0.005052776075899601,0.005285541992634535,0.0005083497962914407,0.6376979351043701,-0.005052776075899601,0.005285541992634535,0.0005083497962914407
21790.315,-0.7178707718849182,-0.666512668132782,0.7184051275253296,-0.11072156578302383,0.06203577294945717,-0.005585366860032082,0.17355471849441528,4.917595386505127,-10.899529457092285,-4.034022331237793,5.716177940368652,1.108336091041565,1,0.6394245028495789,-0.004076547455042601,0.004523206036537886,0.0004545746778603643,0.6394245028495789,-0.004076547455042601,0.004523206036537886,0.0004545746778603643
21800.186,-0.7183865904808044,-0.6663079261779785,0.7183874249458313,-0.11714485287666321,0.061990100890398026,-0.004775382112711668,0.13259883224964142,4.867963790893555,-10.888372421264648,-1.077052354812622,0.09706317633390427,2.3028128147125244,1,0.640867292881012,-0.005285541992634535,0.005285541992634535,0.0004390159447211772,0.640867292881012,-0.005285541992634535,0.005285541992634535,0.0004390159447211772
21810.036,-0.7182325124740601,-0.6665752530097961,0.7184053063392639,-0.12084440886974335,0.060308437794446945,-0.006014854181557894,0.1109486073255539,4.849093437194824,-10.864285469055176,-1.7525867223739624,2.3865294456481934,3.183128833770752,1,0.6428201794624329,-0.0048292046412825584,0.005285541992634535,0.0004159440868534148,0.6428201794624329,-0.0048292046412825584,0.005285541992634535,0.0004159440868534148
